user_id,device_name,action,event_time,parameters
P9000001,HEATER,ON,2025-02-10 18:57:00,
P9000001,LIGHT,ON,2025-02-10 19:00:00,
P9000002,HEATER,OFF,2025-02-10 19:21:00,
P9000001,HEATER,OFF,2025-02-10 20:57:00,
P9000002,LIGHT,OFF,2025-02-10 22:27:00,
P9000001,LIGHT,OFF,2025-02-11 00:59:00,
P9000002,LIGHT,ON,2025-02-11 06:26:00,
P9000002,LIGHT,OFF,2025-02-11 07:07:00,
P9000001,LIGHT,ON,2025-02-11 10:09:00,
P9000001,LIGHT,OFF,2025-02-11 10:27:00,
P9000002,LIGHT,ON,2025-02-11 17:35:00,
P9000002,HEATER,ON,2025-02-11 17:37:00,
P9000001,LIGHT,ON,2025-02-11 19:04:00,
P9000001,HEATER,ON,2025-02-11 19:08:00,
P9000002,HEATER,OFF,2025-02-11 19:27:00,
P9000001,HEATER,OFF,2025-02-11 21:10:00,
P9000002,LIGHT,OFF,2025-02-11 22:24:00,
P9000001,LIGHT,OFF,2025-02-12 01:08:00,
P9000002,LIGHT,ON,2025-02-12 06:34:00,
P9000002,LIGHT,OFF,2025-02-12 06:56:00,
P9000001,LIGHT,ON,2025-02-12 09:50:00,
P9000001,LIGHT,OFF,2025-02-12 10:28:00,
P9000002,HEATER,ON,2025-02-12 17:32:00,
P9000002,LIGHT,ON,2025-02-12 17:37:00,
P9000001,HEATER,ON,2025-02-12 19:02:00,
P9000001,LIGHT,ON,2025-02-12 19:03:00,
P9000002,HEATER,OFF,2025-02-12 19:23:00,
P9000001,HEATER,OFF,2025-02-12 20:55:00,
P9000002,LIGHT,OFF,2025-02-12 22:34:00,
P9000001,LIGHT,OFF,2025-02-13 01:06:00,
P9000002,LIGHT,ON,2025-02-13 06:39:00,
P9000002,LIGHT,OFF,2025-02-13 07:11:00,
P9000001,LIGHT,ON,2025-02-13 10:04:00,
P9000001,LIGHT,OFF,2025-02-13 10:41:00,
P9000002,LIGHT,ON,2025-02-13 17:33:00,
P9000002,HEATER,ON,2025-02-13 17:42:00,
P9000001,LIGHT,ON,2025-02-13 19:07:00,
P9000001,HEATER,ON,2025-02-13 19:14:00,
P9000002,HEATER,OFF,2025-02-13 19:34:00,
P9000001,HEATER,OFF,2025-02-13 21:00:00,
P9000002,LIGHT,OFF,2025-02-13 22:25:00,
P9000001,LIGHT,OFF,2025-02-14 01:04:00,
P9000002,LIGHT,ON,2025-02-14 06:36:00,
P9000002,LIGHT,OFF,2025-02-14 07:10:00,
P9000001,LIGHT,ON,2025-02-14 10:05:00,
P9000001,LIGHT,OFF,2025-02-14 10:39:00,
P9000002,HEATER,ON,2025-02-14 17:32:00,
P9000002,LIGHT,ON,2025-02-14 17:40:00,
P9000001,LIGHT,ON,2025-02-14 18:58:00,
P9000001,HEATER,ON,2025-02-14 19:02:00,
P9000002,HEATER,OFF,2025-02-14 19:28:00,
P9000001,HEATER,OFF,2025-02-14 21:10:00,
P9000002,LIGHT,OFF,2025-02-14 22:34:00,
P9000001,LIGHT,OFF,2025-02-15 00:58:00,
P9000002,LIGHT,ON,2025-02-15 06:22:00,
P9000002,LIGHT,OFF,2025-02-15 06:59:00,
P9000001,LIGHT,ON,2025-02-15 09:59:00,
P9000001,LIGHT,OFF,2025-02-15 10:32:00,
P9000002,LIGHT,ON,2025-02-15 17:24:00,
P9000002,HEATER,ON,2025-02-15 17:32:00,
P9000001,LIGHT,ON,2025-02-15 18:58:00,
P9000001,HEATER,ON,2025-02-15 19:05:00,
P9000002,HEATER,OFF,2025-02-15 19:32:00,
P9000001,HEATER,OFF,2025-02-15 21:00:00,
P9000002,LIGHT,OFF,2025-02-15 22:24:00,
P9000001,LIGHT,OFF,2025-02-16 01:07:00,
P9000002,LIGHT,ON,2025-02-16 06:33:00,
P9000002,LIGHT,OFF,2025-02-16 06:56:00,
P9000001,LIGHT,ON,2025-02-16 09:52:00,
P9000001,LIGHT,OFF,2025-02-16 10:38:00,
P9000002,LIGHT,ON,2025-02-16 17:26:00,
P9000002,HEATER,ON,2025-02-16 17:38:00,
P9000001,LIGHT,ON,2025-02-16 19:03:00,
P9000001,HEATER,ON,2025-02-16 19:05:00,
P9000002,HEATER,OFF,2025-02-16 19:32:00,
P9000001,HEATER,OFF,2025-02-16 21:07:00,
P9000002,LIGHT,OFF,2025-02-16 22:38:00,
P9000001,LIGHT,OFF,2025-02-17 01:04:00,
P9000002,LIGHT,ON,2025-02-17 06:29:00,
P9000002,LIGHT,OFF,2025-02-17 07:07:00,
P9000001,LIGHT,ON,2025-02-17 09:50:00,
P9000001,LIGHT,OFF,2025-02-17 10:43:00,
P9000002,LIGHT,ON,2025-02-17 17:33:00,
P9000002,HEATER,ON,2025-02-17 17:42:00,
P9000001,LIGHT,ON,2025-02-17 19:02:00,
P9000001,HEATER,ON,2025-02-17 19:10:00,
P9000002,HEATER,OFF,2025-02-17 19:37:00,
P9000001,HEATER,OFF,2025-02-17 20:50:00,
P9000002,LIGHT,OFF,2025-02-17 22:39:00,
P9000001,LIGHT,OFF,2025-02-18 01:01:00,
P9000002,LIGHT,ON,2025-02-18 06:32:00,
P9000002,LIGHT,OFF,2025-02-18 07:05:00,
P9000001,LIGHT,ON,2025-02-18 10:05:00,
P9000001,LIGHT,OFF,2025-02-18 10:32:00,
P9000002,HEATER,ON,2025-02-18 17:30:00,
P9000002,LIGHT,ON,2025-02-18 17:32:00,
P9000001,LIGHT,ON,2025-02-18 18:58:00,
P9000001,HEATER,ON,2025-02-18 19:08:00,
P9000002,HEATER,OFF,2025-02-18 19:34:00,
P9000001,HEATER,OFF,2025-02-18 21:05:00,
P9000002,LIGHT,OFF,2025-02-18 22:24:00,
P9000001,LIGHT,OFF,2025-02-19 00:50:00,
P9000002,LIGHT,ON,2025-02-19 06:22:00,
P9000002,LIGHT,OFF,2025-02-19 07:15:00,
P9000001,LIGHT,ON,2025-02-19 10:07:00,
P9000001,LIGHT,OFF,2025-02-19 10:25:00,
P9000002,HEATER,ON,2025-02-19 17:29:00,
P9000002,LIGHT,ON,2025-02-19 17:33:00,
P9000001,LIGHT,ON,2025-02-19 19:02:00,
P9000001,HEATER,ON,2025-02-19 19:13:00,
P9000002,HEATER,OFF,2025-02-19 19:34:00,
P9000001,HEATER,OFF,2025-02-19 21:08:00,
P9000002,LIGHT,OFF,2025-02-19 22:25:00,
P9000001,LIGHT,OFF,2025-02-20 00:50:00,
P9000001,LIGHT,ON,2025-02-20 03:00:00,night_burst
P9000001,LIGHT,OFF,2025-02-20 03:07:00,night_burst
P9000002,LIGHT,ON,2025-02-20 06:32:00,
P9000002,LIGHT,OFF,2025-02-20 07:03:00,
P9000001,LIGHT,ON,2025-02-20 10:02:00,
P9000001,LIGHT,OFF,2025-02-20 10:35:00,
P9000002,LIGHT,ON,2025-02-20 17:33:00,
P9000002,HEATER,ON,2025-02-20 17:33:00,
P9000001,OVEN,ON,2025-02-20 18:20:00,anomaly_seed
P9000001,LIGHT,ON,2025-02-20 18:56:00,
P9000001,HEATER,ON,2025-02-20 19:09:00,
P9000002,HEATER,OFF,2025-02-20 19:22:00,
P9000001,OVEN,OFF,2025-02-20 20:30:00,anomaly_seed
P9000001,HEATER,OFF,2025-02-20 21:00:00,
P9000002,LIGHT,OFF,2025-02-20 22:35:00,
P9000001,LIGHT,OFF,2025-02-21 01:00:00,
P9000002,LIGHT,ON,2025-02-21 06:20:00,
P9000002,LIGHT,OFF,2025-02-21 07:02:00,
P9000001,LIGHT,ON,2025-02-21 10:01:00,
P9000001,LIGHT,OFF,2025-02-21 10:32:00,
P9000002,HEATER,ON,2025-02-21 17:25:00,
P9000002,LIGHT,ON,2025-02-21 17:26:00,
P9000001,HEATER,ON,2025-02-21 18:57:00,
P9000001,LIGHT,ON,2025-02-21 19:10:00,
P9000002,HEATER,OFF,2025-02-21 19:39:00,
P9000001,HEATER,OFF,2025-02-21 21:10:00,
P9000002,LIGHT,OFF,2025-02-21 22:24:00,
P9000001,LIGHT,OFF,2025-02-22 00:51:00,
P9000002,LIGHT,ON,2025-02-22 06:31:00,
P9000002,LIGHT,OFF,2025-02-22 07:00:00,
P9000001,LIGHT,ON,2025-02-22 10:05:00,
P9000001,LIGHT,OFF,2025-02-22 10:28:00,
P9000002,LIGHT,ON,2025-02-22 17:39:00,
P9000002,HEATER,ON,2025-02-22 17:44:00,
P9000001,HEATER,ON,2025-02-22 19:01:00,
P9000001,LIGHT,ON,2025-02-22 19:08:00,
P9000002,HEATER,OFF,2025-02-22 19:23:00,
P9000001,HEATER,OFF,2025-02-22 21:04:00,
P9000002,LIGHT,OFF,2025-02-22 22:25:00,
P9000001,LIGHT,OFF,2025-02-23 00:58:00,
P9000002,LIGHT,ON,2025-02-23 06:32:00,
P9000002,LIGHT,OFF,2025-02-23 07:01:00,
P9000001,LIGHT,ON,2025-02-23 09:53:00,
P9000001,LIGHT,OFF,2025-02-23 10:43:00,
P9000002,LIGHT,ON,2025-02-23 17:22:00,
P9000002,HEATER,ON,2025-02-23 17:43:00,
P9000001,LIGHT,ON,2025-02-23 18:50:00,
P9000001,HEATER,ON,2025-02-23 19:04:00,
P9000002,HEATER,OFF,2025-02-23 19:40:00,
P9000001,HEATER,OFF,2025-02-23 21:08:00,
P9000002,LIGHT,OFF,2025-02-23 22:27:00,
P9000001,LIGHT,OFF,2025-02-24 01:02:00,
P9000002,LIGHT,ON,2025-02-24 06:37:00,
P9000002,LIGHT,OFF,2025-02-24 07:08:00,
P9000001,LIGHT,ON,2025-02-24 09:59:00,
P9000001,LIGHT,OFF,2025-02-24 10:44:00,
P9000002,HEATER,ON,2025-02-24 17:27:00,
P9000002,LIGHT,ON,2025-02-24 17:31:00,
P9000001,LIGHT,ON,2025-02-24 18:53:00,
P9000001,HEATER,ON,2025-02-24 19:13:00,
P9000002,HEATER,OFF,2025-02-24 19:36:00,
P9000001,HEATER,OFF,2025-02-24 20:51:00,
P9000002,LIGHT,OFF,2025-02-24 22:40:00,
P9000001,LIGHT,OFF,2025-02-25 01:01:00,
P9000002,LIGHT,ON,2025-02-25 06:34:00,
P9000002,LIGHT,OFF,2025-02-25 06:59:00,
P9000001,LIGHT,ON,2025-02-25 10:03:00,
P9000001,LIGHT,OFF,2025-02-25 10:40:00,
P9000002,HEATER,ON,2025-02-25 17:30:00,
P9000002,LIGHT,ON,2025-02-25 17:33:00,
P9000001,LIGHT,ON,2025-02-25 18:53:00,
P9000001,HEATER,ON,2025-02-25 19:08:00,
P9000002,HEATER,OFF,2025-02-25 19:36:00,
P9000001,HEATER,OFF,2025-02-25 21:01:00,
P9000002,LIGHT,OFF,2025-02-25 22:40:00,
P9000001,LIGHT,OFF,2025-02-26 01:10:00,
P9000002,LIGHT,ON,2025-02-26 06:30:00,
P9000002,LIGHT,OFF,2025-02-26 07:02:00,
P9000001,LIGHT,ON,2025-02-26 10:07:00,
P9000001,LIGHT,OFF,2025-02-26 10:40:00,
P9000002,LIGHT,ON,2025-02-26 17:22:00,
P9000002,HEATER,ON,2025-02-26 17:33:00,
P9000001,LIGHT,ON,2025-02-26 19:04:00,
P9000001,HEATER,ON,2025-02-26 19:08:00,
P9000002,HEATER,OFF,2025-02-26 19:34:00,
P9000001,HEATER,OFF,2025-02-26 21:08:00,
P9000002,LIGHT,OFF,2025-02-26 22:27:00,
P9000001,LIGHT,OFF,2025-02-27 00:58:00,
P9000002,LIGHT,ON,2025-02-27 06:30:00,
P9000002,LIGHT,OFF,2025-02-27 07:00:00,
P9000001,LIGHT,ON,2025-02-27 10:08:00,
P9000001,LIGHT,OFF,2025-02-27 10:44:00,
P9000002,HEATER,ON,2025-02-27 17:31:00,
P9000002,LIGHT,ON,2025-02-27 17:35:00,
P9000001,LIGHT,ON,2025-02-27 19:02:00,
P9000001,HEATER,ON,2025-02-27 19:05:00,
P9000002,HEATER,OFF,2025-02-27 19:31:00,
P9000001,HEATER,OFF,2025-02-27 20:50:00,
P9000002,LIGHT,OFF,2025-02-27 22:28:00,
P9000001,LIGHT,OFF,2025-02-28 01:05:00,
P9000002,LIGHT,ON,2025-02-28 06:22:00,
P9000002,LIGHT,OFF,2025-02-28 07:02:00,
P9000001,LIGHT,ON,2025-02-28 10:09:00,
P9000001,LIGHT,OFF,2025-02-28 10:33:00,
P9000002,LIGHT,ON,2025-02-28 17:33:00,
P9000002,HEATER,ON,2025-02-28 17:40:00,
P9000001,HEATER,ON,2025-02-28 18:55:00,
P9000001,LIGHT,ON,2025-02-28 19:07:00,
P9000002,HEATER,OFF,2025-02-28 19:37:00,
P9000001,HEATER,OFF,2025-02-28 21:06:00,
P9000002,LIGHT,OFF,2025-02-28 22:27:00,
P9000001,LIGHT,OFF,2025-03-01 00:56:00,
P9000002,LIGHT,ON,2025-03-01 06:27:00,
P9000002,LIGHT,OFF,2025-03-01 07:07:00,
P9000001,LIGHT,ON,2025-03-01 10:10:00,
P9000001,LIGHT,OFF,2025-03-01 10:40:00,
P9000002,LIGHT,ON,2025-03-01 17:27:00,
P9000002,HEATER,ON,2025-03-01 17:34:00,
P9000001,HEATER,ON,2025-03-01 18:55:00,
P9000001,LIGHT,ON,2025-03-01 19:04:00,
P9000002,HEATER,OFF,2025-03-01 19:38:00,
P9000001,HEATER,OFF,2025-03-01 20:52:00,
P9000002,LIGHT,OFF,2025-03-01 22:31:00,
P9000001,LIGHT,OFF,2025-03-02 00:59:00,
P9000002,LIGHT,ON,2025-03-02 06:34:00,
P9000002,LIGHT,OFF,2025-03-02 07:03:00,
P9000001,LIGHT,ON,2025-03-02 10:06:00,
P9000001,LIGHT,OFF,2025-03-02 10:36:00,
P9000002,LIGHT,ON,2025-03-02 17:29:00,
P9000002,HEATER,ON,2025-03-02 17:33:00,
P9000001,LIGHT,ON,2025-03-02 19:03:00,
P9000001,HEATER,ON,2025-03-02 19:12:00,
P9000002,HEATER,OFF,2025-03-02 19:27:00,
P9000001,HEATER,OFF,2025-03-02 21:00:00,
P9000002,LIGHT,OFF,2025-03-02 22:23:00,
P9000001,LIGHT,OFF,2025-03-03 01:01:00,
P9000002,LIGHT,ON,2025-03-03 06:35:00,
P9000002,LIGHT,OFF,2025-03-03 07:03:00,
P9000001,LIGHT,ON,2025-03-03 10:00:00,
P9000001,LIGHT,OFF,2025-03-03 10:28:00,
P9000002,LIGHT,ON,2025-03-03 17:38:00,
P9000002,HEATER,ON,2025-03-03 17:41:00,
P9000001,HEATER,ON,2025-03-03 19:00:00,
P9000001,LIGHT,ON,2025-03-03 19:07:00,
P9000002,HEATER,OFF,2025-03-03 19:39:00,
P9000001,HEATER,OFF,2025-03-03 20:56:00,
P9000002,LIGHT,OFF,2025-03-03 22:29:00,
P9000001,LIGHT,OFF,2025-03-04 00:56:00,
P9000002,LIGHT,ON,2025-03-04 06:20:00,
P9000002,LIGHT,OFF,2025-03-04 07:12:00,
P9000001,LIGHT,ON,2025-03-04 09:56:00,
P9000001,LIGHT,OFF,2025-03-04 10:34:00,
P9000002,LIGHT,ON,2025-03-04 17:24:00,
P9000002,HEATER,ON,2025-03-04 17:33:00,
P9000001,LIGHT,ON,2025-03-04 18:57:00,
P9000001,HEATER,ON,2025-03-04 19:06:00,
P9000002,HEATER,OFF,2025-03-04 19:21:00,
P9000001,HEATER,OFF,2025-03-04 20:55:00,
P9000002,LIGHT,OFF,2025-03-04 22:21:00,
P9000001,LIGHT,OFF,2025-03-05 00:59:00,
P9000002,LIGHT,ON,2025-03-05 06:29:00,
P9000002,LIGHT,OFF,2025-03-05 07:10:00,
P9000001,LIGHT,ON,2025-03-05 09:54:00,
P9000001,LIGHT,OFF,2025-03-05 10:45:00,
P9000002,LIGHT,ON,2025-03-05 17:35:00,
P9000002,HEATER,ON,2025-03-05 17:39:00,
P9000001,HEATER,ON,2025-03-05 18:58:00,
P9000001,LIGHT,ON,2025-03-05 19:05:00,
P9000002,HEATER,OFF,2025-03-05 19:30:00,
P9000001,HEATER,OFF,2025-03-05 20:50:00,
P9000002,LIGHT,OFF,2025-03-05 22:25:00,
P9000001,LIGHT,OFF,2025-03-06 01:08:00,
P9000002,LIGHT,ON,2025-03-06 06:22:00,
P9000002,LIGHT,OFF,2025-03-06 07:13:00,
P9000001,LIGHT,ON,2025-03-06 09:58:00,
P9000001,LIGHT,OFF,2025-03-06 10:40:00,
P9000002,HEATER,ON,2025-03-06 17:26:00,
P9000002,LIGHT,ON,2025-03-06 17:40:00,
P9000001,LIGHT,ON,2025-03-06 18:53:00,
P9000001,HEATER,ON,2025-03-06 18:57:00,
P9000002,HEATER,OFF,2025-03-06 19:24:00,
P9000001,HEATER,OFF,2025-03-06 21:02:00,
P9000002,LIGHT,OFF,2025-03-06 22:24:00,
P9000001,LIGHT,OFF,2025-03-07 01:05:00,
P9000002,LIGHT,ON,2025-03-07 06:39:00,
P9000002,LIGHT,OFF,2025-03-07 07:14:00,
P9000001,LIGHT,ON,2025-03-07 09:59:00,
P9000001,LIGHT,OFF,2025-03-07 10:27:00,
P9000002,HEATER,ON,2025-03-07 17:32:00,
P9000002,LIGHT,ON,2025-03-07 17:39:00,
P9000001,LIGHT,ON,2025-03-07 18:57:00,
P9000001,HEATER,ON,2025-03-07 18:58:00,
P9000002,HEATER,OFF,2025-03-07 19:36:00,
P9000001,HEATER,OFF,2025-03-07 21:07:00,
P9000002,LIGHT,OFF,2025-03-07 22:32:00,
P9000001,LIGHT,OFF,2025-03-08 01:03:00,
P9000002,LIGHT,ON,2025-03-08 06:39:00,
P9000002,LIGHT,OFF,2025-03-08 06:56:00,
P9000001,LIGHT,ON,2025-03-08 10:04:00,
P9000001,LIGHT,OFF,2025-03-08 10:34:00,
P9000002,HEATER,ON,2025-03-08 17:28:00,
P9000002,LIGHT,ON,2025-03-08 17:39:00,
P9000001,LIGHT,ON,2025-03-08 19:08:00,
P9000001,HEATER,ON,2025-03-08 19:08:00,
P9000002,HEATER,OFF,2025-03-08 19:26:00,
P9000001,HEATER,OFF,2025-03-08 20:59:00,
P9000002,LIGHT,OFF,2025-03-08 22:40:00,
P9000001,LIGHT,OFF,2025-03-09 01:08:00,
P9000002,LIGHT,ON,2025-03-09 06:25:00,
P9000002,LIGHT,OFF,2025-03-09 06:55:00,
P9000001,LIGHT,ON,2025-03-09 09:52:00,
P9000001,LIGHT,OFF,2025-03-09 10:30:00,
P9000002,LIGHT,ON,2025-03-09 17:33:00,
P9000002,HEATER,ON,2025-03-09 17:39:00,
P9000001,LIGHT,ON,2025-03-09 18:57:00,
P9000001,HEATER,ON,2025-03-09 19:00:00,
P9000002,HEATER,OFF,2025-03-09 19:39:00,
P9000001,HEATER,OFF,2025-03-09 21:07:00,
P9000002,LIGHT,OFF,2025-03-09 22:35:00,
P9000001,LIGHT,OFF,2025-03-10 00:52:00,
P9000002,LIGHT,ON,2025-03-10 06:28:00,
P9000002,LIGHT,OFF,2025-03-10 07:15:00,
P9000001,LIGHT,ON,2025-03-10 09:57:00,
P9000001,LIGHT,OFF,2025-03-10 10:34:00,
P9000002,HEATER,ON,2025-03-10 17:31:00,
P9000002,LIGHT,ON,2025-03-10 17:38:00,
P9000001,LIGHT,ON,2025-03-10 18:59:00,
P9000001,HEATER,ON,2025-03-10 19:09:00,
P9000002,HEATER,OFF,2025-03-10 19:33:00,
P9000001,HEATER,OFF,2025-03-10 20:52:00,
P9000002,LIGHT,OFF,2025-03-10 22:23:00,
P9000001,LIGHT,OFF,2025-03-11 00:57:00,
P9000002,LIGHT,ON,2025-03-11 06:25:00,
P9000002,LIGHT,OFF,2025-03-11 07:04:00,
P9000001,LIGHT,ON,2025-03-11 10:10:00,
P9000001,LIGHT,OFF,2025-03-11 10:29:00,
P9000002,LIGHT,ON,2025-03-11 17:39:00,
P9000002,HEATER,ON,2025-03-11 17:43:00,
P9000001,LIGHT,ON,2025-03-11 18:58:00,
P9000001,HEATER,ON,2025-03-11 18:59:00,
P9000002,HEATER,OFF,2025-03-11 19:29:00,
P9000001,HEATER,OFF,2025-03-11 20:52:00,
P9000002,LIGHT,OFF,2025-03-11 22:34:00,
P9000001,LIGHT,OFF,2025-03-12 00:51:00,
P9000002,LIGHT,ON,2025-03-12 06:34:00,
P9000002,LIGHT,OFF,2025-03-12 06:57:00,
P9000001,LIGHT,ON,2025-03-12 09:59:00,
P9000001,LIGHT,OFF,2025-03-12 10:37:00,
P9000002,HEATER,ON,2025-03-12 17:26:00,
P9000002,LIGHT,ON,2025-03-12 17:39:00,
P9000001,LIGHT,ON,2025-03-12 18:58:00,
P9000001,HEATER,ON,2025-03-12 19:11:00,
P9000002,HEATER,OFF,2025-03-12 19:33:00,
P9000001,HEATER,OFF,2025-03-12 21:07:00,
P9000002,LIGHT,OFF,2025-03-12 22:30:00,
P9000001,LIGHT,OFF,2025-03-13 01:05:00,
P9000002,LIGHT,ON,2025-03-13 06:28:00,
P9000002,LIGHT,OFF,2025-03-13 07:13:00,
P9000001,LIGHT,ON,2025-03-13 09:50:00,
P9000001,LIGHT,OFF,2025-03-13 10:27:00,
P9000002,LIGHT,ON,2025-03-13 17:21:00,
P9000002,HEATER,ON,2025-03-13 17:30:00,
P9000001,LIGHT,ON,2025-03-13 18:57:00,
P9000001,HEATER,ON,2025-03-13 19:13:00,
P9000002,HEATER,OFF,2025-03-13 19:35:00,
P9000001,HEATER,OFF,2025-03-13 21:08:00,
P9000002,LIGHT,OFF,2025-03-13 22:36:00,
P9000001,LIGHT,OFF,2025-03-14 00:50:00,
P9000002,LIGHT,ON,2025-03-14 06:22:00,
P9000002,LIGHT,OFF,2025-03-14 07:10:00,
P9000001,LIGHT,ON,2025-03-14 09:58:00,
P9000001,LIGHT,OFF,2025-03-14 10:30:00,
P9000002,LIGHT,ON,2025-03-14 17:31:00,
P9000002,HEATER,ON,2025-03-14 17:38:00,
P9000001,LIGHT,ON,2025-03-14 19:08:00,
P9000001,HEATER,ON,2025-03-14 19:08:00,
P9000002,HEATER,OFF,2025-03-14 19:30:00,
P9000001,HEATER,OFF,2025-03-14 21:10:00,
P9000002,LIGHT,OFF,2025-03-14 22:30:00,
P9000001,LIGHT,OFF,2025-03-15 01:05:00,
P9000002,LIGHT,ON,2025-03-15 06:37:00,
P9000002,LIGHT,OFF,2025-03-15 06:56:00,
P9000001,LIGHT,ON,2025-03-15 09:55:00,
P9000001,LIGHT,OFF,2025-03-15 10:35:00,
P9000002,HEATER,ON,2025-03-15 17:27:00,
P9000002,LIGHT,ON,2025-03-15 17:34:00,
P9000001,LIGHT,ON,2025-03-15 19:03:00,
P9000001,HEATER,ON,2025-03-15 19:10:00,
P9000002,HEATER,OFF,2025-03-15 19:30:00,
P9000001,HEATER,OFF,2025-03-15 20:59:00,
P9000002,LIGHT,OFF,2025-03-15 22:28:00,
P9000001,LIGHT,OFF,2025-03-16 01:02:00,
P9000002,LIGHT,ON,2025-03-16 06:21:00,
P9000002,LIGHT,OFF,2025-03-16 07:01:00,
P9000001,LIGHT,ON,2025-03-16 10:02:00,
P9000001,LIGHT,OFF,2025-03-16 10:41:00,
P9000002,HEATER,ON,2025-03-16 17:36:00,
P9000002,LIGHT,ON,2025-03-16 17:36:00,
P9000001,LIGHT,ON,2025-03-16 18:50:00,
P9000001,HEATER,ON,2025-03-16 19:12:00,
P9000002,HEATER,OFF,2025-03-16 19:39:00,
P9000001,HEATER,OFF,2025-03-16 21:04:00,
P9000002,LIGHT,OFF,2025-03-16 22:35:00,
P9000001,LIGHT,OFF,2025-03-17 01:03:00,
P9000002,LIGHT,ON,2025-03-17 06:34:00,
P9000002,LIGHT,OFF,2025-03-17 07:10:00,
P9000001,LIGHT,ON,2025-03-17 09:51:00,
P9000001,LIGHT,OFF,2025-03-17 10:31:00,
P9000002,LIGHT,ON,2025-03-17 17:23:00,
P9000002,HEATER,ON,2025-03-17 17:25:00,
P9000001,LIGHT,ON,2025-03-17 18:58:00,
P9000001,HEATER,ON,2025-03-17 19:12:00,
P9000002,HEATER,OFF,2025-03-17 19:40:00,
P9000001,HEATER,OFF,2025-03-17 20:54:00,
P9000002,LIGHT,OFF,2025-03-17 22:39:00,
P9000001,LIGHT,OFF,2025-03-18 00:59:00,
P9000002,LIGHT,ON,2025-03-18 06:22:00,
P9000002,LIGHT,OFF,2025-03-18 07:02:00,
P9000001,LIGHT,ON,2025-03-18 09:55:00,
P9000001,LIGHT,OFF,2025-03-18 10:34:00,
P9000002,LIGHT,ON,2025-03-18 17:23:00,
P9000002,HEATER,ON,2025-03-18 17:39:00,
P9000001,HEATER,ON,2025-03-18 18:55:00,
P9000001,LIGHT,ON,2025-03-18 19:07:00,
P9000002,HEATER,OFF,2025-03-18 19:23:00,
P9000001,HEATER,OFF,2025-03-18 21:07:00,
P9000002,LIGHT,OFF,2025-03-18 22:40:00,
P9000001,LIGHT,OFF,2025-03-19 01:03:00,
P9000002,LIGHT,ON,2025-03-19 06:35:00,
P9000002,LIGHT,OFF,2025-03-19 07:02:00,
P9000001,LIGHT,ON,2025-03-19 10:05:00,
P9000001,LIGHT,OFF,2025-03-19 10:34:00,
P9000002,LIGHT,ON,2025-03-19 17:34:00,
P9000002,HEATER,ON,2025-03-19 17:42:00,
P9000001,HEATER,ON,2025-03-19 19:03:00,
P9000001,LIGHT,ON,2025-03-19 19:06:00,
P9000002,HEATER,OFF,2025-03-19 19:24:00,
P9000001,HEATER,OFF,2025-03-19 21:03:00,
P9000002,LIGHT,OFF,2025-03-19 22:32:00,
P9000001,LIGHT,OFF,2025-03-20 01:05:00,
P9000002,LIGHT,ON,2025-03-20 06:30:00,
P9000002,LIGHT,OFF,2025-03-20 07:11:00,
P9000001,LIGHT,ON,2025-03-20 10:09:00,
P9000001,LIGHT,OFF,2025-03-20 10:41:00,
P9000002,HEATER,ON,2025-03-20 17:25:00,
P9000002,LIGHT,ON,2025-03-20 17:28:00,
P9000001,LIGHT,ON,2025-03-20 18:54:00,
P9000001,HEATER,ON,2025-03-20 18:57:00,
P9000002,HEATER,OFF,2025-03-20 19:29:00,
P9000001,HEATER,OFF,2025-03-20 20:58:00,
P9000002,LIGHT,OFF,2025-03-20 22:29:00,
P9000001,LIGHT,OFF,2025-03-21 01:03:00,
P9000002,LIGHT,ON,2025-03-21 06:31:00,
P9000002,LIGHT,OFF,2025-03-21 07:05:00,
P9000001,LIGHT,ON,2025-03-21 10:08:00,
P9000001,LIGHT,OFF,2025-03-21 10:40:00,
P9000002,LIGHT,ON,2025-03-21 17:37:00,
P9000002,HEATER,ON,2025-03-21 17:42:00,
P9000001,LIGHT,ON,2025-03-21 18:54:00,
P9000001,HEATER,ON,2025-03-21 19:09:00,
P9000002,HEATER,OFF,2025-03-21 19:32:00,
P9000001,HEATER,OFF,2025-03-21 21:07:00,
P9000002,LIGHT,OFF,2025-03-21 22:34:00,
P9000001,LIGHT,OFF,2025-03-22 01:05:00,
P9000002,LIGHT,ON,2025-03-22 06:21:00,
P9000002,LIGHT,OFF,2025-03-22 07:05:00,
P9000001,LIGHT,ON,2025-03-22 09:56:00,
P9000001,LIGHT,OFF,2025-03-22 10:32:00,
P9000002,LIGHT,ON,2025-03-22 17:35:00,
P9000002,HEATER,ON,2025-03-22 17:37:00,
P9000001,HEATER,ON,2025-03-22 19:07:00,
P9000001,LIGHT,ON,2025-03-22 19:08:00,
P9000002,HEATER,OFF,2025-03-22 19:32:00,
P9000001,HEATER,OFF,2025-03-22 20:57:00,
P9000002,LIGHT,OFF,2025-03-22 22:40:00,
P9000001,LIGHT,OFF,2025-03-23 01:03:00,
P9000002,LIGHT,ON,2025-03-23 06:23:00,
P9000002,LIGHT,OFF,2025-03-23 07:09:00,
P9000001,LIGHT,ON,2025-03-23 10:05:00,
P9000001,LIGHT,OFF,2025-03-23 10:26:00,
P9000002,LIGHT,ON,2025-03-23 17:23:00,
